AGE_CAT,HI_CAT,HS_CAT,RACE_CAT,SEX_CAT,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,CP1,CP2,CP3,CP4,CP5,CP6,CP7,CP8,CP9,CP10
5,3,3,3,2,0.28421,0.29521,0.02271,0.06687,0.0417,0.03582,0.12698,0.00763,0.034375,0.0845,0.28421,0.57942,0.60213,0.669,0.7107,0.74652,0.8735,0.88112,0.9155,1
6,1,1,1,1,0.00361,0.00895,0.28399,0.15227,0.55117,.,.,.,.,.,0.00361,0.01256,0.29656,0.44883,1,.,.,.,.,.
6,1,1,1,2,0.00274,0.00778,0.26179,0.1846,0.54309,.,.,.,.,.,0.00274,0.01052,0.27231,0.45691,1,.,.,.,.,.
6,1,1,2,1,0.00339,0.01071,0.35183,0.34386,0.2902,.,.,.,.,.,0.00339,0.0141,0.36594,0.7098,1,.,.,.,.,.
6,1,1,2,2,0.00248,0.00895,0.31215,0.40121,0.27521,.,.,.,.,.,0.00248,0.01143,0.32358,0.72479,1,.,.,.,.,.
6,1,1,3,1,0.03997,0.00986,0.28846,0.31949,0.34221,.,.,.,.,.,0.03997,0.04984,0.3383,0.65779,1,.,.,.,.,.
6,1,1,3,2,0.02949,0.00832,0.25833,0.37628,0.32758,.,.,.,.,.,0.02949,0.03781,0.29614,0.67242,1,.,.,.,.,.
6,1,2,1,1,0.02977,0.00584,0.33947,0.21489,0.41003,.,.,.,.,.,0.02977,0.0356,0.37508,0.58997,1,.,.,.,.,.
6,1,2,1,2,0.02461,0.00565,0.30502,0.3477,0.31701,.,.,.,.,.,0.02461,0.03026,0.33528,0.68299,1,.,.,.,.,.
6,1,2,2,1,0.01772,0.00812,0.40204,0.4318,0.14032,.,.,.,.,.,0.01772,0.02584,0.42788,0.85968,1,.,.,.,.,.
6,1,2,2,2,0.0123,0.0066,0.30333,0.58667,0.0911,.,.,.,.,.,0.0123,0.0189,0.32223,0.9089,1,.,.,.,.,.
6,1,2,3,1,0.16713,0.00624,0.16065,0.58199,0.08398,.,.,.,.,.,0.16713,0.17337,0.33402,0.91602,1,.,.,.,.,.
6,1,2,3,2,0.10668,0.00467,0.11145,0.72707,0.05013,.,.,.,.,.,0.10668,0.11135,0.2228,0.94987,1,.,.,.,.,.
6,1,3,1,1,0.31043,0.00781,0.25234,0.21753,0.2119,.,.,.,.,.,0.31043,0.31824,0.57058,0.7881,1,.,.,.,.,.
6,1,3,1,2,0.24563,0,0.22923,0.32331,0.20184,.,.,.,.,.,0.24563,0.24563,0.47486,0.79816,1,.,.,.,.,.
6,1,3,2,1,0,0,0.40212,0.49948,0.09841,.,.,.,.,.,0,0,0.40212,0.90159,1,.,.,.,.,.
6,1,3,2,2,0,0,0.30405,0.61792,0.07802,.,.,.,.,.,0,0,0.30405,0.92198,1,.,.,.,.,.
6,1,3,3,1,0,0,0.40212,0.49948,0.09841,.,.,.,.,.,0,0,0.40212,0.90159,1,.,.,.,.,.
6,1,3,3,2,0,0,0.30405,0.61792,0.07802,.,.,.,.,.,0,0,0.30405,0.92198,1,.,.,.,.,.
6,2,1,1,1,0.00172,0.00869,0.22372,0.05683,0.70904,.,.,.,.,.,0.00172,0.01041,0.23413,0.29096,1,.,.,.,.,.
6,2,1,1,2,0.00133,0.00768,0.20987,0.07012,0.711,.,.,.,.,.,0.00133,0.00901,0.21889,0.289,1,.,.,.,.,.
6,2,1,2,1,0,0.02327,0.26948,0.13116,0.57609,.,.,.,.,.,0,0.02327,0.29275,0.42391,1,.,.,.,.,.
6,2,1,2,2,0,0.02031,0.24959,0.15976,0.57034,.,.,.,.,.,0,0.02031,0.26991,0.42966,1,.,.,.,.,.
6,2,1,3,1,0.01103,0.03599,0.31534,0.08875,0.54887,.,.,.,.,.,0.01103,0.04703,0.36237,0.45113,1,.,.,.,.,.
6,2,1,3,2,0.00856,0.03195,0.297,0.10993,0.55256,.,.,.,.,.,0.00856,0.04051,0.33751,0.44744,1,.,.,.,.,.
6,2,2,1,1,0.01587,0.00633,0.29881,0.08962,0.58937,.,.,.,.,.,0.01587,0.0222,0.32101,0.41063,1,.,.,.,.,.
6,2,2,1,2,0.01477,0.0069,0.3022,0.16322,0.51291,.,.,.,.,.,0.01477,0.02167,0.32387,0.48709,1,.,.,.,.,.
6,2,2,2,1,0,0.02293,0.40053,0.21422,0.36231,.,.,.,.,.,0,0.02294,0.42347,0.63769,1,.,.,.,.,.
6,2,2,2,2,0,0.02201,0.35673,0.34358,0.27767,.,.,.,.,.,0,0.02201,0.37874,0.72233,1,.,.,.,.,.
6,2,2,3,1,0.08529,0.04212,0.32467,0.29889,0.24903,.,.,.,.,.,0.08529,0.12741,0.45208,0.75097,1,.,.,.,.,.
6,2,2,3,2,0.06534,0.03778,0.27032,0.44814,0.17841,.,.,.,.,.,0.06534,0.10313,0.37344,0.82159,1,.,.,.,.,.
6,2,3,1,1,0.20912,0.01071,0.28066,0.11463,0.38487,.,.,.,.,.,0.20912,0.21983,0.50049,0.61513,1,.,.,.,.,.
6,2,3,1,2,0.17284,0,0.2663,0.17796,0.38291,.,.,.,.,.,0.17284,0.17284,0.43913,0.61709,1,.,.,.,.,.
6,2,3,2,1,0,0,0.44389,0.27457,0.28154,.,.,.,.,.,0,0,0.44389,0.71846,1,.,.,.,.,.
6,2,3,2,2,0,0,0.37354,0.37804,0.24842,.,.,.,.,.,0,0,0.37354,0.75158,1,.,.,.,.,.
6,2,3,3,1,0.0849,0.03342,0.48392,0.35813,0.03963,.,.,.,.,.,0.0849,0.11832,0.60223,0.96037,1,.,.,.,.,.
6,2,3,3,2,0.06238,0,0.40824,0.49432,0.03506,.,.,.,.,.,0.06238,0.06238,0.47062,0.96494,1,.,.,.,.,.
6,3,1,1,1,0.00039,0.01941,0.13361,0.04201,0.80458,.,.,.,.,.,0.00039,0.01979,0.15341,0.19542,1,.,.,.,.,.
6,3,1,1,2,0.0003,0.01713,0.12516,0.05176,0.80565,.,.,.,.,.,0.0003,0.01743,0.1426,0.19435,1,.,.,.,.,.
6,3,1,2,1,0.00109,0.01516,0.15718,0.0726,0.75397,.,.,.,.,.,0.00109,0.01625,0.17343,0.24603,1,.,.,.,.,.
6,3,1,2,2,0.00084,0.01331,0.14639,0.08891,0.75056,.,.,.,.,.,0.00084,0.01414,0.16053,0.24944,1,.,.,.,.,.
6,3,1,3,1,0.01915,0.08,0.12927,0.06073,0.71084,.,.,.,.,.,0.01915,0.09915,0.22843,0.28916,1,.,.,.,.,.
6,3,1,3,2,0.01488,0.07112,0.12194,0.07534,0.71672,.,.,.,.,.,0.01488,0.086,0.20794,0.28328,1,.,.,.,.,.
6,3,2,1,1,0.00383,0.01518,0.19164,0.07114,0.7182,.,.,.,.,.,0.00383,0.01901,0.21066,0.2818,1,.,.,.,.,.
6,3,2,1,2,0.00368,0.01708,0.20012,0.13378,0.64534,.,.,.,.,.,0.00368,0.02076,0.22088,0.35466,1,.,.,.,.,.
6,3,2,2,1,0.00872,0.01761,0.27526,0.13971,0.55871,.,.,.,.,.,0.00872,0.02633,0.30159,0.44129,1,.,.,.,.,.
6,3,2,2,2,0.00775,0.01834,0.26606,0.24317,0.46468,.,.,.,.,.,0.00775,0.02609,0.29215,0.53532,1,.,.,.,.,.
6,3,2,3,1,0.16416,0.10381,0.14759,0.2268,0.35764,.,.,.,.,.,0.16416,0.26797,0.41556,0.64236,1,.,.,.,.,.
6,3,2,3,2,0.13407,0.09927,0.131,0.36251,0.27315,.,.,.,.,.,0.13407,0.23334,0.36434,0.72685,1,.,.,.,.,.
6,3,3,1,1,0.06183,0.03146,0.22056,0.1115,0.57465,.,.,.,.,.,0.06183,0.09329,0.31385,0.42535,1,.,.,.,.,.
6,3,3,1,2,0.05084,0,0.20819,0.1722,0.56878,.,.,.,.,.,0.05084,0.05084,0.25903,0.43122,1,.,.,.,.,.
6,3,3,2,1,0,0,0.33221,0.195,0.47279,.,.,.,.,.,0,0,0.33221,0.52721,1,.,.,.,.,.
6,3,3,2,2,0,0,0.28963,0.27816,0.43221,.,.,.,.,.,0,0,0.28963,0.56779,1,.,.,.,.,.
6,3,3,3,1,0.20568,0.10368,0.27691,0.34208,0.07165,.,.,.,.,.,0.20568,0.30936,0.58627,0.92835,1,.,.,.,.,.
6,3,3,3,2,0.16423,0,0.25384,0.51306,0.06887,.,.,.,.,.,0.16423,0.16423,0.41807,0.93113,1,.,.,.,.,.
